DATE,WGPT:0001,WGPT:0002,WGPT:0003,WGPT:0004,WGPT:0005,WGPT:0006,WGPT:0007,WGPT:0008,WGPT:0009,WGPT:0010,WGPT:0011,WBP:0001,WBP:0002,WBP:0003,WBP:0004,WBP:0005,WBP:0006,WBP:0007,WBP:0008,WBP:0009,WBP:0010,WBP:0011
2015-08-01,211343836.0,235763132.0,170818978.0,172595049.0,242954426.0,203672414.0,40221621.0,553536280.0,136209326.0,0.0,0.0,1381.33787,1612.05253,1604.6569000000002,2102.73151,2122.96018,2267.00353,1711.85487,2173.36405,2110.62016,2360.56887,2305.4549100000004
2015-08-02,214010896.0,239066762.0,173707930.0,174872038.0,247923478.0,206196034.0,40659324.2,559203304.0,137675714.0,0.0,0.0,1374.9386200000001,1608.6963199999998,1583.42393,2097.6483,2112.6083,2264.00097,1710.85871,2166.69574,2159.87695,2360.15153,2304.91294
2015-08-03,216672016.0,242366014.0,176300179.0,177174591.0,252888218.0,208717344.0,41096632.5,564858712.0,139907075.0,0.0,0.0,1371.59231,1606.5294299999998,1574.6265700000001,2092.70523,2104.20925,2261.32401,1709.8747600000002,2160.97563,2139.95419,2359.73265,2304.37064
2015-08-04,219327174.0,245926076.0,178247773.0,179303498.0,258410306.0,211259356.0,41533552.5,570772532.0,142088947.0,0.0,0.0,1369.0920099999998,1602.80131,1579.4221300000002,2089.53778,2094.79644,2258.55047,1708.90258,2153.1294399999997,2136.23861,2359.31201,2303.82658
2015-08-05,222057198.0,249605356.0,180771305.0,181517809.0,263488324.0,213799058.0,41970085.3,576675176.0,143953282.0,0.0,0.0,1366.12069,1599.31948,1570.41115,2085.5466499999998,2088.60421,2256.06766,1707.94173,2146.52493,2151.97147,2358.88983,2303.27944
2015-08-06,224781370.0,253618860.0,183005735.0,183696623.0,268737634.0,216313350.0,42406237.5,582433368.0,145880372.0,0.0,0.0,1363.93389,1594.21603,1569.56151,2082.12191,2082.40791,2254.1909499999997,1706.99155,2141.6604,2155.98504,2358.4661100000003,2302.72757
2015-08-07,227499690.0,257731958.0,185276762.0,185899868.0,273925234.0,218871180.0,42842013.5,588247396.0,148089293.0,0.0,0.0,1362.06334,1589.9785,1567.33302,2078.51556,2077.22581,2251.77315,1706.0515999999998,2135.98781,2142.37991,2358.04041,2302.16877
2015-08-08,230290720.0,261841404.0,187583682.0,188097602.0,279050112.0,221426700.0,43277415.5,594116336.0,150318553.0,0.0,0.0,1359.4922,1586.8284299999998,1564.59721,2075.09181,2072.8259199999998,2249.60824,1705.12188,2130.00106,2134.07084,2357.61306,2301.60194
2015-08-09,233076030.0,265896004.0,189888864.0,190319448.0,284229396.0,224002416.0,43712451.2,599974056.0,152567877.0,0.0,0.0,1357.55301,1584.63107,1562.2148300000001,2071.5233,2068.60412,2247.2692,1704.20151,2124.4146,2126.77113,2357.18384,2301.0251
2015-08-10,235855598.0,270048306.0,192229290.0,192565120.0,289462228.0,226575822.0,44141097.0,605885852.0,154878933.0,0.0,0.0,1355.84416,1581.8363000000002,1559.34768,2067.84765,2064.5482,2245.1341,1704.6656000000003,2118.42092,2117.52101,2356.7526399999997,2300.43693
2015-08-11,238550510.0,274196978.0,194568000.0,194805270.0,294690946.0,229146940.0,44575949.0,611786516.0,157167527.0,0.0,0.0,1355.1846,1579.5644699999998,1556.8757600000001,2064.33898,2060.85858,2243.16609,1704.0666500000002,2112.8151,2112.26609,2356.3193499999998,2299.83655
2015-08-12,241318572.0,278342042.0,196900352.0,197039964.0,299915506.0,231715748.0,45010363.2,617676004.0,159454493.0,0.0,0.0,1353.18832,1577.5204500000002,1554.70359,2060.94878,2057.40832,2241.31853,1702.9854599999999,2107.39474,2107.58273,2355.88441,2299.2269300000003
2015-08-13,244080870.0,282483454.0,199228854.0,199154692.0,305135974.0,234304488.0,45444168.0,623554316.0,161739853.0,0.0,0.0,1351.69562,1575.6897199999999,1552.7714400000002,2058.80433,2054.2691400000003,2239.27055,1701.12338,2102.11991,2103.79048,2355.44628,2298.60015
2015-08-14,246758160.0,286621258.0,201553462.0,201378408.0,310352284.0,236868676.0,45877593.3,629421408.0,164023585.0,0.0,0.0,1351.22702,1573.98109,1551.0053900000003,2055.57594,2051.3372,2237.72769,1700.17056,2096.96025,2100.5208399999997,2355.00595,2297.9603899999997
2015-08-15,248786890.0,289796298.0,203423396.0,203217608.0,315677450.0,239534504.0,46310643.5,634718216.0,166174591.0,0.0,0.0,1357.68523,1579.6234299999999,1558.00018,2056.16532,2048.12817,2234.65297,1699.2369899999999,2097.07476,2105.53409,2354.56265,2297.30655
2015-08-16,250700714.0,292966850.0,205242620.0,205016746.0,320051534.0,242138336.0,46743328.5,640429856.0,168301089.0,0.0,0.0,1361.26331,1581.9499299999998,1563.3048199999998,2056.73468,2048.95229,2232.83808,1698.3205799999998,2091.17051,2108.6981299999998,2354.11627,2296.63973
2015-08-17,253591690.0,296186242.0,207103820.0,207253068.0,324348530.0,244650098.0,47175650.5,645549652.0,170493686.0,0.0,0.0,1351.82883,1582.65371,1566.2944,2053.10644,2049.46973,2232.51523,1697.41957,2091.59588,2106.27043,2353.6668099999997,2295.95993
2015-08-18,256549634.0,299340118.0,208796786.0,209240306.0,328713286.0,247112668.0,47607620.5,650657040.0,172684644.0,0.0,0.0,1347.01644,1583.3424200000002,1571.79055,2052.20609,2049.32794,2232.80695,1696.53231,2090.02178,2104.9006,2353.21416,2295.26847
2015-08-19,259572544.0,302489946.0,210492656.0,211189660.0,333073400.0,249461586.0,48039238.5,655752020.0,174895974.0,0.0,0.0,1343.05193,1583.49609,1575.66123,2051.35513,2048.95977,2234.63746,1695.6577,2087.77657,2102.2880999999998,2352.7574400000003,2294.56568
2015-08-20,262519554.0,305572608.0,212184346.0,213133338.0,337428850.0,251810306.0,48470515.5,660834592.0,177083665.0,0.0,0.0,1341.04421,1583.8416,1578.6923900000002,2050.56588,2048.41109,2236.01554,1694.7942,2085.17474,2101.62744,2352.2966499999998,2293.85266
2015-08-21,264898040.0,307920118.0,213781920.0,215038604.0,341706970.0,254249248.0,48901446.0,665579112.0,179224837.0,0.0,0.0,1345.5673,1589.31003,1582.8225599999998,2050.09431,2048.01718,2235.6529800000003,1693.94093,2085.3856100000003,2103.28778,2351.8319,2293.13073
2015-08-22,267359224.0,311153260.0,215755452.0,217177334.0,345076930.0,256593304.0,49332046.5,671393888.0,181431283.0,0.0,0.0,1345.70887,1585.26511,1578.5813999999998,2047.3219800000002,2051.07606,2236.69468,1693.09294,2074.15901,2099.6624,2351.36242,2292.40077
2015-08-23,269814204.0,314381936.0,217724782.0,219310520.0,348441368.0,258935006.0,49762306.0,677197356.0,184054915.0,0.0,0.0,1345.62956,1583.2531,1576.0100400000001,2044.8461000000002,2053.27716,2237.45984,1692.2510000000002,2066.55284,2072.16878,2350.88832,2291.66421
2015-08-24,272792696.0,317606146.0,219689888.0,221777600.0,351800328.0,261274376.0,50192235.5,682989604.0,186258094.0,0.0,0.0,1339.23394,1581.79934,1574.02069,2039.26668,2054.9410199999998,2238.03184,1691.41555,2060.11608,2081.52571,2350.4096,2290.92259
2015-08-25,275321596.0,320896642.0,221693780.0,223818144.0,355153810.0,263658428.0,50621829.5,689235096.0,188481392.0,0.0,0.0,1341.1618,1580.08499,1571.56978,2038.0899,2056.16983,2237.71108,1690.58604,2049.97628,2082.12158,2349.92637,2290.1771200000003
2015-08-26,277844402.0,324392794.0,223693514.0,225853364.0,358770390.0,266063182.0,51051099.0,695322364.0,190703062.0,0.0,0.0,1341.07512,1577.17087,1569.63114,2036.5961000000002,2055.98184,2237.01588,1689.76269,2043.3884899999998,2082.1996799999997,2349.4374199999997,2289.42956
2015-08-27,280361114.0,327888924.0,225689068.0,227883304.0,362381712.0,268465648.0,51480044.0,701398764.0,192923126.0,0.0,0.0,1340.66471,1575.1398299999998,1567.99973,2035.2645499999999,2055.74237,2236.3515899999998,1688.94528,2037.14137,2081.83712,2348.94297,2288.68079
2015-08-28,282871732.0,331166264.0,227951900.0,229907942.0,365987776.0,270865826.0,51908664.5,707464340.0,195141540.0,0.0,0.0,1340.1184500000002,1575.12993,1561.39302,2033.95379,2055.41754,2235.71018,1688.13359,2031.21875,2081.22805,2348.44247,2287.9318
2015-08-29,285376256.0,334439204.0,229939072.0,231927300.0,369588604.0,273734406.0,52336966.0,713519092.0,197358348.0,0.0,0.0,1339.50476,1574.58631,1561.77054,2032.66965,2055.02517,2227.80063,1687.3274000000001,2025.55287,2080.45772,2347.9363599999997,2287.1838000000002
2015-08-30,287874664.0,337707766.0,231922086.0,233969890.0,373184152.0,276152734.0,52764948.5,719623872.0,199573528.0,0.0,0.0,1338.8551,1573.89364,1561.4113900000002,2031.14912,2054.57483,2228.02371,1686.52693,2019.5161799999998,2079.5777199999998,2347.4225500000002,2286.43723
2015-08-31,290611156.0,340971906.0,233900920.0,235978644.0,377027024.0,278568752.0,53192612.0,725717916.0,202044260.0,0.0,0.0,1335.37657,1573.13145,1560.9276100000002,2029.95474,2053.06453,2227.9829,1685.7317400000002,2013.8416100000002,2063.08113,2346.90071,2285.69264
2015-09-01,293341928.0,344231668.0,235875552.0,237982096.0,380864880.0,280982504.0,53619967.5,731801136.0,204514662.0,0.0,0.0,1333.4321,1572.33637,1560.38784,2028.7631099999999,2051.72077,2227.88456,1684.9415000000001,2008.35503,2053.37418,2346.37304,2284.95025
2015-09-02,296815948.0,348216990.0,237631592.0,239650906.0,384554588.0,283221664.0,54047004.0,737726660.0,206873370.0,0.0,0.0,1323.23411,1565.98904,1563.93347,2030.66534,2051.04075,2230.371,1684.1566500000001,2004.36005,2052.5576499999997,2345.83998,2284.2101700000003
2015-09-03,299886620.0,352358490.0,239287576.0,241229560.0,388359928.0,285458360.0,54473738.0,743637928.0,209252406.0,0.0,0.0,1322.61734,1561.00252,1568.02382,2033.0176900000001,2049.83306,2232.3642,1683.3766400000002,1999.9537799999998,2048.90235,2345.29768,2283.47251
2015-09-04,302951990.0,356391222.0,241086956.0,242803220.0,392219432.0,287692570.0,54900158.5,749534808.0,211628692.0,0.0,0.0,1320.82566,1558.34283,1568.12249,2035.23485,2048.47335,2234.00199,1682.6015800000002,1995.4781000000003,2045.9719499999999,2344.75197,2282.7377100000003
2015-09-05,306012058.0,360420126.0,242886336.0,245193960.0,396074316.0,289924316.0,55326276.5,755477536.0,213883582.0,0.0,0.0,1319.10548,1556.06979,1568.3445800000002,2029.67589,2047.2073599999999,2235.33497,1681.83114,1990.42833,2050.57226,2344.20384,2282.00555
2015-09-06,309066802.0,364445224.0,244536182.0,246898234.0,401209776.0,292153598.0,55752086.5,761405920.0,216135722.0,0.0,0.0,1317.49101,1554.10937,1571.3064399999998,2031.2063200000002,2040.8597,2236.4180300000003,1681.0654299999999,1985.60923,2052.25768,2343.65175,2281.27603
2015-09-07,312116222.0,368520548.0,246282278.0,248597580.0,405055288.0,294725002.0,56177599.5,767320224.0,218385068.0,0.0,0.0,1315.96993,1551.94281,1571.3920200000002,2032.00481,2040.7748900000001,2231.96072,1680.3040099999998,1980.89012,2053.13856,2343.0957,2280.54893
2015-09-08,315227308.0,372592088.0,248073892.0,250292020.0,408954172.0,296949334.0,56602810.0,773220184.0,220631620.0,0.0,0.0,1313.74969,1550.1082299999998,1570.64424,2032.9327700000001,2040.0774900000001,2233.53229,1679.5472100000002,1976.24339,2053.52103,2342.53822,2279.82348
2015-09-09,318333136.0,376659844.0,249666626.0,251898064.0,412731352.0,299171180.0,57027723.5,779287432.0,222875400.0,0.0,0.0,1312.01928,1548.4505299999998,1573.89408,2034.54581,2039.8176700000001,2234.7161100000003,1678.7948099999999,1969.9825199999998,2053.57746,2341.97953,2279.09957
2015-09-10,321366606.0,380669740.0,251406760.0,253527318.0,416443764.0,301390562.0,57452340.0,785158880.0,225116408.0,0.0,0.0,1311.23135,1547.32215,1573.1071399999998,2035.72985,2039.64871,2235.70314,1678.0467,1966.13835,2053.40839,2341.41842,2278.3766499999997
2015-09-11,324394730.0,384675808.0,253096184.0,255261116.0,420328788.0,303607458.0,57876659.5,791016072.0,227638906.0,0.0,0.0,1310.11837,1546.0913600000001,1573.62843,2035.84546,2038.62802,2236.49888,1677.3026599999998,1961.90643,2035.8610800000001,2340.8545599999998,2277.65461
2015-09-12,327417508.0,388622608.0,254783606.0,256990030.0,424150936.0,305821868.0,58300687.5,796859008.0,230016006.0,0.0,0.0,1308.96832,1545.27406,1573.8870399999998,2035.98857,2037.88508,2237.1372100000003,1676.56258,1957.6137899999999,2034.53602,2340.28894,2276.93323
2015-09-13,330891308.0,392621064.0,256468982.0,258740636.0,428026676.0,308033814.0,58724424.0,802747528.0,232390356.0,0.0,0.0,1302.51528,1543.85561,1574.0139800000002,2035.83237,2036.87044,2237.64585,1675.8263499999998,1952.76114,2031.75775,2339.72079,2276.21229
2015-09-14,334351908.0,396615648.0,258201130.0,260486402.0,431897796.0,310346740.0,59147874.5,808621968.0,234761978.0,0.0,0.0,1299.08702,1542.57609,1573.0911899999999,2035.6877200000001,2035.88737,2236.4448700000003,1675.09408,1948.1484,2029.29518,2339.14956,2275.49168
2015-09-15,337358670.0,400606448.0,259931298.0,262227328.0,435764252.0,312682238.0,59571033.5,814482152.0,237130850.0,0.0,0.0,1301.6016200000001,1541.3486,1572.37828,2035.53009,2034.9237699999999,2235.02642,1674.3654399999998,1943.63917,2027.1031000000003,2338.57525,2274.77151
2015-09-16,340360086.0,404593464.0,261808448.0,263963370.0,439683464.0,315039934.0,59993906.5,820328080.0,239496972.0,0.0,0.0,1301.64298,1540.15675,1568.8599299999998,2035.36762,2033.75326,2233.39765,1673.6405399999999,1939.20738,2025.14224,2337.99852,2274.05178
2015-09-17,343356156.0,408576608.0,263683948.0,265694572.0,443598100.0,317395232.0,60416493.5,826159752.0,241860366.0,0.0,0.0,1301.18846,1538.9920699999998,1566.28692,2035.19987,2032.63929,2231.97161,1672.91883,1934.8411500000002,2023.36772,2337.41926,2273.3323800000003
2015-09-18,346346858.0,412555924.0,265368532.0,268098072.0,447508160.0,319748176.0,60838794.5,831977256.0,244221010.0,0.0,0.0,1300.51515,1537.8494999999998,1567.77038,2028.7416600000001,2031.5640399999997,2230.70705,1672.20086,1930.5292599999998,2021.74401,2336.83714,2272.61298
2015-09-19,349332192.0,416531456.0,267051136.0,269819572.0,451413556.0,322098700.0,61260815.0,837840080.0,246578926.0,0.0,0.0,1299.73041,1536.72629,1568.42653,2029.31927,2030.52069,2229.57746,1671.48674,1925.70895,2020.2407500000002,2336.25227,2271.89391
2015-09-20,352312158.0,420503116.0,268731760.0,271536232.0,455012228.0,324471202.0,61682555.0,843688824.0,248911212.0,0.0,0.0,1298.88594,1535.6202400000002,1568.7815,2029.2693299999999,2030.68547,2228.1821099999997,1670.77559,1921.1548400000001,2020.2046699999999,2335.66421,2271.17484
2015-09-21,355286778.0,424470992.0,270410426.0,273274408.0,458908428.0,326841306.0,62104014.5,849523312.0,251240748.0,0.0,0.0,1298.0095700000002,1534.52937,1568.9388,2029.1560299999999,2029.45083,2226.93955,1670.06774,1916.72129,2019.64774,2335.07373,2270.4562100000003
2015-09-22,357955840.0,428435040.0,272087112.0,275007766.0,462800008.0,329209056.0,62525199.0,855343720.0,253567556.0,0.0,0.0,1300.60799,1533.4526899999998,1568.95893,2029.0325,2028.3304799999999,2225.8175499999998,1669.36297,1912.37211,2018.96728,2334.48116,2269.73791
2015-09-23,360624924.0,431451240.0,273761818.0,276736284.0,466686968.0,331574408.0,62946103.0,861149872.0,255891614.0,0.0,0.0,1301.2175,1539.53591,1568.8752200000001,2028.88686,2027.24951,2224.79763,1668.66084,1908.0908,2018.2188399999998,2333.88606,2269.01994
2015-09-24,363293986.0,434970316.0,276220318.0,278459962.0,470569352.0,334481664.0,63366732.0,867001080.0,258212944.0,0.0,0.0,1301.29747,1538.48717,1553.64726,2028.7320900000002,2026.2058299999999,2215.42893,1667.96179,1903.31691,2017.43333,2333.2887600000004,2268.3021900000003
2015-09-25,365963070.0,438485652.0,278677212.0,280125296.0,474447072.0,337403308.0,63787086.0,872838208.0,260554404.0,0.0,0.0,1301.0998,1537.9667599999998,1543.0450199999998,2029.0681399999999,2025.19174,2207.23305,1667.26538,1898.82077,2015.25742,2332.6891499999997,2267.58444
2015-09-26,368632132.0,441997248.0,281132478.0,281786010.0,478320216.0,340248964.0,64207170.5,878661168.0,262893158.0,0.0,0.0,1300.73526,1537.42523,1534.56281,2029.33885,2024.20163,2201.25466,1666.5718299999999,1894.4519,2013.6776,2332.08811,2266.8668
2015-09-27,371301216.0,445505104.0,283586138.0,283442082.0,482188740.0,343076514.0,64626980.0,884469960.0,265229162.0,0.0,0.0,1300.26281,1536.8466300000002,1527.55405,2029.5939400000002,2023.23198,2196.26352,1665.8813599999999,1890.1704799999998,2012.29138,2331.48586,2266.14905
2015-09-28,373970300.0,449009264.0,286038192.0,285093534.0,486052600.0,345901996.0,65046520.0,889906248.0,267562416.0,0.0,0.0,1299.71721,1536.2288700000001,1521.62571,2029.8204300000002,2022.2796,2191.86451,1665.1935299999998,1889.2949899999999,2011.03826,2330.88229,2265.43185
2015-09-29,376639340.0,452509640.0,288488618.0,286715132.0,489853980.0,348725410.0,65465785.0,895686792.0,269495622.0,0.0,0.0,1299.12024,1535.57789,1516.5338100000001,2030.25647,2021.56812,2187.95181,1664.5083399999999,1883.74593,2033.6691099999998,2330.27751,2264.71465
2015-09-30,379538324.0,456006232.0,290937438.0,288332066.0,493821768.0,351594430.0,65884786.0,901210200.0,271426430.0,0.0,0.0,1295.80913,1534.90084,1512.1062000000002,2030.6433399999999,2020.1564899999998,2183.69063,1663.82601,1881.4218500000002,2045.9875700000002,2329.67163,2263.99745
2015-10-01,382437264.0,459605344.0,293448122.0,289944380.0,497785024.0,354429856.0,66303517.5,907079624.0,273354818.0,0.0,0.0,1293.94177,1533.39879,1506.99395,2031.00579,2018.86289,2180.38425,1663.1465400000002,1875.03272,2054.9397,2329.06432,2263.28025
2015-10-02,385622072.0,462675708.0,295726816.0,292138770.0,502708272.0,357076522.0,66721985.0,912990848.0,275270490.0,0.0,0.0,1289.10188,1536.2303,1507.12089,2025.89167,2013.8699900000001,2180.27601,1662.46938,1869.3048000000001,2062.2756,2328.45591,2262.5630499999997
2015-10-03,388739472.0,465734940.0,298173216.0,294485158.0,508166120.0,359739798.0,67140183.0,918890632.0,277183984.0,0.0,0.0,1287.06776,1537.4063099999998,1503.1505499999998,2019.94672,2007.58657,2179.67926,1661.79409,1864.16582,2067.7562399999997,2327.84618,2261.84541
2015-10-04,391914204.0,469119508.0,300376208.0,296749200.0,513337792.0,362383802.0,67558117.0,924779064.0,279116706.0,0.0,0.0,1284.51708,1535.4333499999998,1504.61641,2014.9896800000001,2003.3290200000001,2179.28953,1661.12122,1859.3245000000002,2070.70787,2327.23535,2261.12722
2015-10-05,395083876.0,472493780.0,302577484.0,299007962.0,518505636.0,365026508.0,67975787.0,930843760.0,281025888.0,0.0,0.0,1282.59923,1534.30024,1504.9974499999998,2010.26562,1999.5123500000002,2178.78397,1660.45011,1852.8962099999999,2074.62134,2326.62298,2260.40749
2015-10-06,398309252.0,475446136.0,304623638.0,300950210.0,522640712.0,366822258.0,68393198.5,936475584.0,282975396.0,0.0,0.0,1280.2306,1536.53313,1507.9323599999998,2008.69493,2000.1219700000001,2191.31297,1659.7810900000002,1851.32926,2074.8823700000003,2326.00951,2259.68556
2015-10-07,401468848.0,478069504.0,306367666.0,302418886.0,526424976.0,369204880.0,68810346.0,942329696.0,284922770.0,0.0,0.0,1279.12884,1539.8592,1515.4689,2011.31062,2001.59905,2192.5454099999997,1659.1140500000001,1846.26178,2075.71001,2325.39472,2258.96066
2015-10-08,404623340.0,481270944.0,308739970.0,304764284.0,531630396.0,371843648.0,69227229.5,947128336.0,286846868.0,0.0,0.0,1277.8506399999999,1537.1290000000001,1508.5174499999998,2005.45994,1997.01513,2189.70312,1658.4491,1851.64441,2077.74303,2324.7786100000003,2258.2323499999998
2015-10-09,407772816.0,483498840.0,310740408.0,306364190.0,536247932.0,373888680.0,69643854.5,952681576.0,288768788.0,0.0,0.0,1276.6067600000001,1543.05536,1511.18913,2007.3476500000002,1995.4879999999998,2196.3942,1657.78602,1845.8475199999998,2079.1136300000003,2324.16085,2257.5004099999996
2015-10-10,410854444.0,485712788.0,312739064.0,307887756.0,540861332.0,376107952.0,70060215.5,958105192.0,290688574.0,0.0,0.0,1276.14146,1546.01876,1512.51089,2009.07762,1993.90125,2199.14772,1657.12514,1842.79491,2080.21187,2323.5418799999998,2256.7644
2015-10-11,413993800.0,487912744.0,314776308.0,309405492.0,545470684.0,378325772.0,70476323.5,963516752.0,292606204.0,0.0,0.0,1274.57539,1547.90141,1512.58965,2010.87139,1992.38578,2201.52537,1656.46613,1839.60348,2081.1065,2322.92115,2256.02421
2015-10-12,417065132.0,490933388.0,316509974.0,311600872.0,550660924.0,381063496.0,70892173.0,969572032.0,294521678.0,0.0,0.0,1274.08248,1542.85538,1518.37334,2006.27526,1988.6295,2195.3997999999997,1655.80921,1830.13578,2081.84394,2322.2991,2255.27995
2015-10-13,420053128.0,493719688.0,318503218.0,313212438.0,554831112.0,383783136.0,71307764.0,974959392.0,296057630.0,0.0,0.0,1274.18302,1542.0262,1517.20844,2007.6365099999998,1989.34857,2190.50909,1655.15427,1829.4766599999998,2105.28934,2321.67573,2254.5315100000003
2015-10-14,423049176.0,496910392.0,320613590.0,314886330.0,559188036.0,386066824.0,71723096.5,980334784.0,297741730.0,0.0,0.0,1273.5701,1538.1271399999998,1514.3770399999999,2007.76939,1988.8346499999998,2192.98167,1654.50131,1827.1611599999999,2109.35846,2321.05071,2253.77911
2015-10-15,425167380.0,498656664.0,322247288.0,316767572.0,563951080.0,388459808.0,72138176.0,985757872.0,299650758.0,0.0,0.0,1283.09665,1546.68327,1521.4340899999997,2006.1403999999998,1986.6512599999999,2193.20486,1653.85022,1823.87007,2100.43691,2320.4241500000003,2253.02264
2015-10-16,427075572.0,500621220.0,324235120.0,318392514.0,568654284.0,390494192.0,72553002.5,990952424.0,301557608.0,0.0,0.0,1289.35598,1549.12527,1519.15599,2006.9979600000001,1984.9133700000002,2198.9225500000002,1653.20122,1822.69857,2096.69185,2319.79605,2252.2624299999998
2015-10-17,428976680.0,502884668.0,326261650.0,320462054.0,573571548.0,392818844.0,72967576.0,996692048.0,303503816.0,0.0,0.0,1292.83737,1548.4707700000001,1517.1228600000002,2003.4611300000001,1982.4046,2199.1183499999997,1652.5531,1815.3469400000001,2091.67244,2319.1663,2251.49958
2015-10-18,430870660.0,505230704.0,328403196.0,322236002.0,578322580.0,395330936.0,73381891.0,1002420056.0,305447868.0,0.0,0.0,1295.20424,1547.6417000000001,1513.29915,2003.11617,1980.78485,2196.40003,1651.90696,1809.85772,2088.51687,2318.53501,2250.73365
2015-10-19,432647996.0,508152128.0,330887634.0,324348706.0,583739860.0,398055636.0,73795958.5,1008136624.0,307389742.0,0.0,0.0,1298.2013,1542.7810200000001,1503.78052,1999.32436,1976.58329,2190.7301899999998,1651.26269,1804.97383,2086.19477,2317.90207,2249.96475
2015-10-20,434417940.0,511062068.0,333401552.0,326456240.0,589053344.0,400797584.0,74209773.0,1013841664.0,309329438.0,0.0,0.0,1300.09572,1540.11066,1496.18711,1996.0243600000001,1973.3637,2185.57911,1650.62073,1800.4200500000002,2084.43994,2317.26748,2249.19233
2015-10-21,436184980.0,514034752.0,335974452.0,328558560.0,594914144.0,403538168.0,74623334.5,1019535264.0,311267000.0,0.0,0.0,1301.4806199999998,1537.71849,1488.89543,1992.7994899999999,1968.27191,2181.0976,1649.98086,1796.0774700000002,2083.08386,2316.6308,2248.41672
2015-10-22,437944540.0,517043692.0,338485224.0,330655688.0,600732836.0,406277432.0,75036654.0,1025217248.0,313202362.0,0.0,0.0,1302.60647,1535.68723,1484.12748,1989.7469899999999,1964.02151,2177.1794,1649.34319,1791.88196,2082.01521,2315.99247,2247.6375900000003
2015-10-23,439964008.0,519991428.0,341043054.0,333165558.0,606586640.0,409015332.0,75449715.0,1030941824.0,315135590.0,0.0,0.0,1300.43529,1534.5714999999998,1478.96771,1983.0044300000002,1960.05062,2173.72661,1648.7077199999999,1787.27505,2081.156,2315.35227,2246.8540599999997
2015-10-24,442650780.0,523173728.0,343611268.0,335585844.0,612824784.0,411770304.0,75862534.0,1037510672.0,317066640.0,0.0,0.0,1291.96287,1531.70875,1474.39292,1977.6441300000001,1954.9556400000001,2170.37392,1648.07445,1774.7364799999998,2080.45101,2314.71031,2246.06536
2015-10-25,445332008.0,526023564.0,345989160.0,337590308.0,617926320.0,414409776.0,76275105.5,1043939424.0,318867230.0,0.0,0.0,1288.1286,1532.26073,1474.0899800000002,1976.16859,1954.91384,2169.16106,1647.44305,1766.9250499999998,2087.62851,2314.06659,2245.27193
2015-10-26,448080908.0,528861740.0,348398358.0,339695048.0,623309720.0,417180148.0,76498075.5,1049980624.0,320749308.0,0.0,0.0,1284.7116700000001,1532.10365,1472.50268,1973.5637900000002,1953.30091,2165.90935,1690.24526,1763.52297,2086.36362,2313.42089,2244.47311
2015-10-27,450824352.0,531688256.0,350634922.0,341519926.0,627921096.0,419897808.0,76720759.5,1055856648.0,322629296.0,0.0,0.0,1282.42598,1531.7676,1474.26719,1973.77653,1954.75533,2163.83629,1719.1345600000002,1760.68563,2086.31841,2312.77321,2243.66802
2015-10-28,453897532.0,534503112.0,352869792.0,343714536.0,633157448.0,422614148.0,76941293.0,1061974408.0,324605644.0,0.0,0.0,1276.72589,1531.35169,1475.0456599999998,1970.29239,1953.1348099999998,2161.90788,1743.32851,1754.66148,2080.34024,2312.12355,2242.8567700000003
2015-10-29,456965652.0,537062636.0,354873002.0,345438896.0,638390016.0,425381660.0,77151855.0,1068177088.0,326617434.0,0.0,0.0,1273.49332,1532.74781,1479.83297,1971.5485899999999,1951.65872,2159.3117700000003,1766.29002,1748.47013,2074.74564,2311.4720199999997,2242.0395799999997
2015-10-30,460037072.0,539930424.0,356874628.0,347334328.0,643618800.0,428147896.0,77366080.0,1074368944.0,328627156.0,0.0,0.0,1270.92867,1530.8502,1482.96214,1970.6974100000002,1950.19022,2156.96943,1785.59029,1742.9056699999999,2070.98837,2310.8184,2241.21645
2015-10-31,462616308.0,542786684.0,358908352.0,349017152.0,648843844.0,430912812.0,77580024.5,1080549888.0,330634810.0,0.0,0.0,1274.5657099999999,1529.7411800000002,1484.6062000000002,1972.01488,1948.7449299999998,2154.82696,1803.2804899999999,1737.62556,2068.10142,2310.16247,2240.38793
2015-11-01,465548776.0,545554548.0,360973624.0,351142088.0,654017012.0,433587572.0,77803093.5,1086368888.0,332640396.0,0.0,0.0,1271.15692,1529.45903,1485.22121,1968.9406,1947.50721,2154.23912,1817.3622500000001,1735.92155,2065.80792,2309.50456,2239.55457
2015-11-02,467661084.0,549265552.0,363239052.0,352975524.0,658820536.0,436150528.0,78147052.5,1091902592.0,334632914.0,0.0,0.0,1278.98122,1521.79181,1481.80021,1968.97437,1947.6820000000002,2155.2943499999997,1804.2910599999998,1735.6180599999998,2064.60529,2308.84434,2238.71758
2015-11-03,469780256.0,552915352.0,365498254.0,355078438.0,664098116.0,438711812.0,78610372.5,1097713936.0,336622484.0,0.0,0.0,1281.74189,1517.82312,1479.49076,1966.16354,1945.69111,2156.04906,1772.7726499999999,1731.00466,2063.47515,2308.18192,2237.87762
2015-11-04,471705388.0,556502496.0,367706394.0,357314936.0,669791584.0,441457192.0,79065321.5,1103832400.0,338609084.0,0.0,0.0,1285.57682,1515.3352499999999,1478.51033,1962.46688,1942.25779,2153.6937399999997,1752.24819,1723.84872,2062.51573,2307.51708,2237.03436
